ID,Name,Age,City,Department,Salary,Experience
599,Laura,63,Bilbao,Finance,43201,19
623,Luis,36,Barcelona,IT,66987,13
609,Carlos,56,Barcelona,Marketing,31457,18
618,Carmen,40,Valencia,Finance,74951,0
600,Ana,52,Barcelona,HR,61179,10
624,Laura,56,Madrid,Marketing,91759,32
610,Maria,62,Madrid,HR,92400,27
619,Luis,54,Sevilla,HR,53756,15
631,Laura,54,Madrid,IT,89520,29
625,Maria,53,Barcelona,Operations,35312,18
641,Laura,43,Bilbao,Operations,64219,0
620,Carlos,21,Madrid,HR,94914,1
632,Carlos,45,Barcelona,Marketing,34497,25
626,Juan,26,Malaga,Finance,52353,2
642,Pedro,43,Sevilla,Finance,47732,7
651,Carmen,64,Bilbao,Sales,38310,43
633,Carmen,34,Bilbao,Operations,66442,13
627,Carlos,50,Bilbao,IT,85422,16
643,Ana,54,Bilbao,IT,92838,27
652,Carlos,50,Madrid,IT,47050,2
634,Maria,30,Valencia,Operations,71227,5
628,Maria,61,Valencia,IT,90254,13
644,Pedro,26,Sevilla,Sales,90064,8
653,Pedro,31,Barcelona,Sales,86938,3
635,Ana,59,Bilbao,Marketing,98546,33
629,Carlos,41,Barcelona,Marketing,66478,5
645,Maria,49,Valencia,IT,47046,29
654,Pedro,19,Valencia,IT,68198,0
636,Carlos,33,Bilbao,HR,70539,12
630,Pedro,45,Madrid,Finance,58759,4
646,Carlos,29,Madrid,Operations,76520,1
655,Juan,40,Sevilla,Marketing,32186,16
637,Juan,63,Madrid,HR,89485,1
661,Laura,22,Malaga,Marketing,30736,2
647,Carmen,36,Sevilla,IT,51551,12
656,Laura,50,Valencia,HR,49594,1
638,Juan,25,Valencia,Operations,34133,1
662,Maria,58,Bilbao,Operations,32106,27
648,Juan,36,Madrid,IT,73613,9
657,Luis,62,Sevilla,Finance,89473,17
639,Laura,43,Bilbao,Operations,64219,0
663,Pedro,25,Valencia,IT,50809,6
649,Maria,36,Malaga,Finance,83258,13
658,Laura,36,Malaga,Marketing,78189,15
640,Pedro,43,Sevilla,Finance,47732,7
664,Pedro,58,Madrid,Sales,50883,36
650,Luis,57,Sevilla,Sales,56447,25
659,Laura,22,Malaga,Marketing,30736,2
671,Carmen,18,Sevilla,Sales,55497,0
665,Maria,63,Madrid,HR,63094,35
681,Maria,46,Malaga,Finance,36748,25
660,Maria,58,Bilbao,Operations,32106,27
672,Juan,44,Madrid,Operations,64007,21
666,Ana,48,Malaga,Marketing,53109,30
682,Laura,52,Valencia,Operations,69347,2
691,Carmen,29,Barcelona,Finance,34477,5
673,Ana,33,Barcelona,HR,67503,14
667,Luis,36,Barcelona,IT,72237,10
683,Maria,52,Barcelona,Sales,50337,13
692,Juan,21,Barcelona,HR,47082,3
674,Pedro,24,Malaga,Sales,98129,2
668,Juan,31,Barcelona,HR,86106,6
684,Juan,65,Valencia,Marketing,30286,29
693,Luis,43,Valencia,Operations,58299,13
675,Luis,64,Valencia,IT,65999,7
669,Maria,19,Sevilla,HR,36830,0
685,Luis,57,Barcelona,Finance,37469,7
694,Pedro,27,Sevilla,Marketing,41337,6
676,Ana,57,Sevilla,Finance,59024,14
686,Ana,19,Madrid,Finance,49505,0
695,Luis,51,Madrid,Finance,97162,26
677,Juan,64,Valencia,Marketing,70432,38
687,Maria,18,Sevilla,HR,68408,0
696,Laura,42,Malaga,Finance,38910,12
678,Pedro,19,Barcelona,IT,78357,1
688,Carlos,63,Madrid,Marketing,76329,39
697,Ana,36,Valencia,HR,84934,9
679,Maria,46,Malaga,Finance,36748,25
689,Luis,44,Madrid,Marketing,69397,3
698,Luis,38,Madrid,Sales,36528,11
680,Laura,52,Valencia,Operations,69347,2
690,Luis,51,Bilbao,Operations,92079,31
699,Juan,31,Bilbao,Operations,32203,11
701,Laura,34,Barcelona,Operations,51460,5
711,Laura,61,Sevilla,IT,93165,8
700,Laura,34,Barcelona,Operations,51460,5
702,Luis,43,Valencia,IT,64664,2
712,Luis,28,Barcelona,IT,61774,3
721,Maria,20,Bilbao,HR,93940,0
703,Carlos,56,Valencia,Sales,63307,29
713,Carmen,63,Madrid,HR,45273,41
722,Pedro,39,Sevilla,Operations,65592,3
704,Juan,46,Malaga,Sales,50919,11
714,Ana,30,Valencia,Sales,93818,8
723,Carlos,59,Bilbao,Operations,37922,2
705,Luis,65,Malaga,Operations,72567,25
715,Juan,61,Bilbao,Marketing,60052,40
724,Carmen,40,Sevilla,Operations,44741,3
706,Carlos,19,Madrid,IT,81209,0
716,Laura,41,Malaga,Sales,36662,9
725,Carlos,18,Madrid,Marketing,76258,0
707,Juan,27,Sevilla,Marketing,40318,8
717,Laura,50,Sevilla,HR,67547,10
726,Laura,50,Madrid,Finance,57536,20
708,Ana,28,Sevilla,Operations,65776,2
718,Ana,28,Malaga,Marketing,80459,5
727,Pedro,49,Sevilla,Sales,42844,1
709,Laura,61,Sevilla,IT,93165,8
719,Ana,64,Malaga,HR,75752,32
728,Luis,19,Valencia,Operations,65545,0
710,Luis,28,Barcelona,IT,61774,3
720,Ana,50,Madrid,HR,32275,21
729,Carlos,24,Barcelona,Marketing,30509,6
731,Juan,52,Barcelona,Operations,69068,6
741,Maria,27,Sevilla,Operations,51009,1
730,Juan,52,Barcelona,Operations,69068,6
732,Juan,55,Valencia,HR,64605,6
742,Ana,32,Valencia,Sales,60164,9
751,Carmen,52,Madrid,Finance,68111,20
733,Laura,29,Barcelona,Operations,55638,7
743,Luis,23,Barcelona,Operations,84439,4
752,Laura,31,Bilbao,IT,64246,8
734,Carlos,39,Barcelona,Operations,56581,17
744,Ana,18,Barcelona,IT,74999,0
753,Luis,48,Bilbao,IT,55365,16
735,Carmen,33,Valencia,Operations,43348,9
745,Carlos,57,Malaga,Sales,69602,13
754,Pedro,25,Madrid,HR,95441,3
736,Juan,32,Bilbao,Finance,65231,5
746,Juan,62,Malaga,IT,65263,20
755,Ana,38,Sevilla,Marketing,84340,17
737,Ana,61,Sevilla,Operations,88889,42
747,Juan,45,Malaga,IT,31469,25
756,Ana,19,Madrid,Finance,87037,0
738,Laura,53,Malaga,Operations,96926,8
748,Pedro,47,Madrid,Operations,50997,16
757,Maria,54,Sevilla,Sales,41712,36
739,Maria,27,Sevilla,Operations,51009,1
749,Carlos,19,Sevilla,IT,69927,1
758,Carlos,22,Bilbao,Marketing,62265,4
740,Ana,32,Valencia,Sales,60164,9
750,Juan,64,Bilbao,HR,70449,14
759,Maria,25,Madrid,Finance,76561,4
761,Ana,29,Madrid,Operations,70909,10
771,Luis,36,Barcelona,Operations,86887,11
760,Ana,29,Madrid,Operations,70909,10
762,Juan,51,Valencia,Finance,83010,19
670,Carmen,38,Madrid,Operations,69589,4
772,Carlos,29,Malaga,HR,52228,6
781,Laura,37,Malaga,Operations,58807,17
763,Juan,36,Bilbao,Operations,95112,15
791,Carlos,64,Sevilla,Marketing,86915,6
773,Pedro,26,Madrid,Marketing,86447,2
782,Luis,44,Sevilla,IT,39632,25
764,Maria,18,Madrid,HR,96124,0
792,Ana,32,Bilbao,Sales,30427,9
774,Laura,46,Malaga,Marketing,50571,27
783,Laura,43,Sevilla,HR,69609,9
765,Carlos,63,Barcelona,Sales,69707,11
793,Laura,45,Sevilla,Finance,80532,20
775,Ana,25,Malaga,Operations,72232,7
784,Laura,50,Malaga,HR,66624,24
766,Pedro,24,Madrid,Operations,80435,3
794,Luis,24,Bilbao,Finance,67623,2
776,Carlos,33,Madrid,Marketing,48196,10
785,Pedro,19,Sevilla,HR,93781,1
767,Ana,45,Malaga,Finance,51044,7
795,Maria,22,Valencia,Sales,39360,2
777,Carlos,30,Valencia,Marketing,48055,4
786,Luis,32,Sevilla,Marketing,71240,9
768,Juan,53,Barcelona,Finance,44069,0
796,Luis,56,Sevilla,Finance,34728,1
778,Ana,41,Sevilla,Finance,75793,2
787,Laura,40,Sevilla,Operations,43410,20
769,Luis,36,Barcelona,Operations,86887,11
797,Luis,38,Barcelona,HR,48525,15
779,Luis,24,Valencia,HR,38674,3
788,Carlos,18,Bilbao,Operations,87806,0
770,Carlos,29,Malaga,HR,52228,6
798,Laura,28,Valencia,IT,80254,6
780,Maria,55,Bilbao,HR,99463,4
789,Carlos,64,Sevilla,Marketing,86915,6
801,Laura,65,Sevilla,Operations,34841,26
799,Pedro,28,Valencia,IT,60044,7
811,Laura,35,Malaga,HR,79529,12
790,Ana,32,Bilbao,Sales,30427,9
802,Pedro,37,Malaga,Finance,90792,19
800,Juan,45,Barcelona,Operations,50973,25
812,Laura,30,Malaga,Operations,36397,3
821,Maria,39,Barcelona,Sales,86952,2
803,Pedro,28,Malaga,Sales,62196,1
831,Laura,62,Malaga,Operations,80983,42
813,Juan,58,Valencia,IT,85827,17
822,Luis,31,Bilbao,HR,67683,6
804,Carlos,41,Barcelona,Operations,81423,3
832,Carmen,47,Malaga,IT,93104,28
814,Laura,57,Bilbao,HR,86283,21
823,Carlos,32,Madrid,Sales,44862,10
805,Ana,20,Barcelona,Marketing,51616,1
833,Laura,31,Barcelona,Finance,39581,11
815,Ana,36,Valencia,Finance,56539,14
824,Carmen,28,Bilbao,Marketing,86559,10
806,Carlos,33,Valencia,HR,39324,12
834,Maria,55,Barcelona,HR,88169,0
816,Juan,43,Bilbao,HR,82471,22
825,Juan,57,Malaga,Sales,61329,8
807,Maria,55,Valencia,Finance,69929,5
835,Maria,39,Madrid,Operations,93721,3
817,Laura,25,Malaga,Operations,83222,5
826,Carmen,23,Sevilla,Operations,90763,2
808,Ana,63,Bilbao,Operations,49760,0
836,Ana,57,Malaga,IT,97281,21
818,Laura,41,Malaga,Finance,43745,7
827,Ana,26,Barcelona,HR,38373,1
809,Laura,35,Malaga,HR,79529,12
837,Luis,36,Valencia,Finance,31926,14
819,Laura,33,Sevilla,Finance,43195,14
828,Carlos,37,Valencia,Operations,49381,6
810,Laura,30,Malaga,Operations,36397,3
838,Luis,36,Malaga,Operations,44235,2
820,Carlos,56,Bilbao,HR,33917,37
829,Laura,62,Malaga,Operations,80983,42
841,Ana,42,Bilbao,Marketing,52213,10
839,Laura,18,Madrid,HR,85027,0
851,Carlos,18,Madrid,IT,34136,0
830,Carmen,47,Malaga,IT,93104,28
842,Carlos,60,Bilbao,Marketing,99422,14
840,Ana,62,Malaga,HR,54272,33
852,Carmen,62,Sevilla,IT,88366,23
861,Pedro,62,Sevilla,HR,77436,15
843,Ana,51,Madrid,Finance,33381,5
871,Luis,43,Bilbao,HR,65228,21
853,Luis,32,Sevilla,HR,62414,0
862,Pedro,46,Malaga,Marketing,81114,16
844,Carlos,22,Sevilla,IT,96507,0
872,Maria,41,Bilbao,Finance,43433,21
854,Ana,49,Bilbao,IT,94123,17
863,Ana,54,Bilbao,HR,33744,31
845,Laura,54,Sevilla,Finance,67134,0
873,Pedro,53,Malaga,IT,68338,13
855,Carlos,23,Madrid,IT,54588,4
864,Luis,57,Malaga,Sales,34065,33
846,Laura,57,Madrid,Finance,87782,29
874,Laura,43,Malaga,IT,73248,11
856,Ana,33,Madrid,HR,33181,2
865,Ana,33,Bilbao,Marketing,44660,4
847,Pedro,48,Bilbao,Sales,69776,25
875,Carmen,45,Bilbao,Sales,47177,26
857,Pedro,29,Bilbao,IT,66392,3
866,Pedro,44,Sevilla,Finance,96371,19
848,Maria,18,Barcelona,Marketing,37084,0
876,Maria,30,Sevilla,Operations,45207,2
858,Ana,29,Bilbao,IT,46171,2
867,Ana,18,Valencia,IT,52300,0
849,Carlos,18,Madrid,IT,34136,0
877,Maria,29,Barcelona,Marketing,34007,11
859,Ana,52,Madrid,Finance,74125,24
868,Luis,33,Valencia,Marketing,77276,3
850,Carmen,62,Sevilla,IT,88366,23
878,Maria,48,Valencia,IT,31931,16
860,Carmen,35,Valencia,Marketing,88065,2
869,Luis,43,Bilbao,HR,65228,21
881,Ana,27,Madrid,Sales,46988,9
879,Maria,47,Madrid,HR,70967,26
891,Juan,54,Malaga,Finance,32643,2
870,Maria,41,Bilbao,Finance,43433,21
882,Maria,36,Valencia,HR,88538,3
880,Carlos,32,Barcelona,HR,54389,10
892,Ana,58,Valencia,HR,97737,13
901,Luis,24,Sevilla,Sales,90384,5
883,Ana,61,Sevilla,Sales,43623,40
911,Carlos,27,Bilbao,Finance,39337,3
893,Carmen,41,Bilbao,Sales,38596,21
902,Ana,33,Valencia,Operations,94882,9
884,Pedro,43,Sevilla,Finance,36516,10
912,Ana,64,Madrid,Marketing,59922,5
894,Juan,55,Bilbao,Operations,32443,31
903,Maria,21,Madrid,Marketing,84470,3
885,Ana,48,Barcelona,Finance,33679,29
913,Maria,24,Valencia,IT,65492,1
895,Ana,22,Madrid,Marketing,65301,4
904,Laura,34,Madrid,Marketing,76076,0
886,Maria,19,Bilbao,Marketing,38559,1
914,Pedro,47,Valencia,Marketing,58032,23
896,Pedro,51,Valencia,HR,56180,21
905,Laura,48,Bilbao,Sales,38449,0
887,Ana,56,Barcelona,Marketing,51392,26
915,Maria,58,Malaga,Finance,35940,3
897,Pedro,41,Madrid,IT,81384,19
906,Juan,60,Valencia,Finance,91208,24
888,Maria,59,Valencia,HR,96330,11
916,Juan,24,Malaga,IT,73645,6
898,Ana,53,Malaga,Sales,68252,16
907,Laura,59,Barcelona,IT,87287,36
889,Juan,54,Malaga,Finance,32643,2
917,Luis,42,Bilbao,Sales,48733,11
899,Juan,57,Bilbao,Operations,86121,24
908,Carmen,65,Malaga,Sales,56401,1
890,Ana,58,Valencia,HR,97737,13
918,Maria,22,Barcelona,Sales,48137,4
900,Carlos,19,Malaga,IT,67098,1
909,Carlos,27,Bilbao,Finance,39337,3
921,Ana,21,Madrid,Marketing,68808,1
919,Ana,24,Valencia,IT,35893,4
931,Laura,40,Bilbao,HR,96707,6
910,Ana,64,Madrid,Marketing,59922,5
922,Carmen,64,Sevilla,Sales,99533,3
920,Carlos,56,Bilbao,Operations,86722,37
932,Maria,65,Bilbao,HR,34826,7
941,Carmen,35,Valencia,IT,76054,6
923,Carmen,38,Barcelona,IT,30527,11
951,Maria,59,Barcelona,Finance,77344,14
933,Luis,32,Bilbao,HR,37987,1
942,Juan,61,Sevilla,Marketing,65548,25
924,Carmen,62,Malaga,Finance,72346,43
952,Pedro,53,Sevilla,IT,91364,12
934,Carmen,25,Madrid,HR,95906,6
943,Juan,59,Sevilla,Finance,60604,28
925,Laura,62,Bilbao,HR,80504,8
953,Carmen,34,Barcelona,Finance,88113,5
935,Ana,28,Sevilla,HR,75461,4
944,Luis,31,Barcelona,Finance,79320,13
926,Ana,25,Barcelona,Operations,98524,0
954,Juan,25,Madrid,Sales,71542,3
936,Juan,59,Bilbao,HR,84574,15
945,Ana,26,Sevilla,Sales,46857,6
927,Carmen,21,Madrid,IT,66479,1
955,Ana,56,Malaga,Operations,95373,24
937,Carlos,46,Malaga,HR,84296,24
946,Ana,44,Malaga,Finance,71386,19
928,Carlos,49,Malaga,Finance,45882,15
956,Carlos,22,Sevilla,Operations,95035,3
938,Carlos,18,Sevilla,Finance,68663,0
947,Ana,48,Madrid,Marketing,75239,4
929,Laura,40,Bilbao,HR,96707,6
957,Juan,31,Barcelona,HR,39679,11
939,Pedro,41,Madrid,HR,54217,19
948,Juan,38,Barcelona,Sales,38260,4
930,Maria,65,Bilbao,HR,34826,7
958,Ana,40,Madrid,Marketing,47957,4
940,Laura,52,Barcelona,Marketing,67469,5
949,Maria,59,Barcelona,Finance,77344,14
961,Maria,62,Valencia,Operations,75850,20
959,Ana,62,Sevilla,IT,93231,41
971,Carlos,63,Bilbao,Operations,49355,4
950,Pedro,53,Sevilla,IT,91364,12
962,Carmen,20,Valencia,Operations,62790,2
960,Juan,25,Madrid,Marketing,96321,7
972,Ana,41,Madrid,Finance,78290,22
981,Laura,32,Bilbao,Marketing,83862,14
963,Maria,27,Sevilla,Marketing,32316,6
991,Carmen,29,Barcelona,Operations,46385,0
973,Carmen,30,Sevilla,HR,51055,4
982,Pedro,36,Sevilla,Operations,76434,16
964,Luis,28,Barcelona,Operations,95478,5
992,Juan,21,Sevilla,HR,54844,3
974,Carlos,53,Malaga,Marketing,39848,4
983,Luis,28,Madrid,Operations,53139,5
965,Luis,35,Barcelona,Finance,55686,17
993,Pedro,24,Madrid,HR,33437,0
975,Laura,18,Malaga,IT,95499,0
984,Laura,61,Madrid,Finance,91929,32
966,Carlos,26,Valencia,Finance,86408,7
994,Laura,27,Bilbao,Operations,94161,1
976,Juan,65,Barcelona,Sales,53336,32
985,Carmen,36,Bilbao,IT,73731,7
967,Laura,24,Madrid,Sales,82001,1
995,Pedro,59,Malaga,HR,70463,22
977,Luis,39,Sevilla,IT,66114,7
986,Pedro,61,Madrid,Operations,77206,12
968,Maria,64,Valencia,Operations,41540,20
996,Carlos,48,Sevilla,IT,38671,5
978,Juan,48,Barcelona,HR,30406,23
987,Carlos,29,Sevilla,Finance,76627,5
969,Carlos,63,Bilbao,Operations,49355,4
997,Maria,32,Bilbao,IT,99627,11
979,Laura,54,Malaga,Marketing,63418,20
988,Luis,33,Valencia,Operations,75938,10
970,Ana,41,Madrid,Finance,78290,22
998,Laura,47,Bilbao,Marketing,34182,2
980,Maria,35,Valencia,Marketing,30385,12
989,Carmen,29,Barcelona,Operations,46385,0
999,Pedro,54,Bilbao,Operations,56234,15
990,Juan,21,Sevilla,HR,54844,3
1000,Pedro,27,Madrid,Operations,63255,6
